candidate	relevant_yn	sentiment	sentiment_confidence	subject_matter	retweet_count	text	tweet_created	tweet_location	user_timezone
No candidate mentioned	yes	Negative	0.6889	Racial issues	126	"RT @AlexSamuelsx5: So, there's 45 minutes left in the debate and I haven't heard anything about police brutality, mass incarceration, or ra__"	8/7/15 9:38	"Jacksonville, AL"	
Donald Trump	yes	Negative	0.6562	None of the above	3	RT @BiasedGirl: He admitted to paying Hillary to attend his wedding. Jesus. Fangirl much? I'd have gone with The Rock. That's just me. #Dum__	8/7/15 9:38	Twitter	
No candidate mentioned	yes	Neutral	0.6667	None of the above	0	Here's who really won the #GOPDebate: https://t.co/3SRDYFEH7J	8/7/15 9:38	Regina	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.645	None of the above	47	RT @WayneDupreeShow: I knew Chris Wallace was going to be a hack because he played his hand a couple days before the #GOPDebate	8/7/15 9:38	"Yanceyville,NC"	
No candidate mentioned	yes	Negative	1	None of the above	23	"RT @AmberJPhillips: _If you think it_s bad now, you should have seen it when I got there._ѝ #KKKorGOP #GOPDebate http://t.co/xURvNY2Ufe"	8/7/15 9:38	"Ellensburg, WA"	Pacific Time (US & Canada)
Donald Trump	yes	Negative	0.3578	None of the above	22		8/7/15 9:38	grandmas house	
No candidate mentioned	yes	Positive	0.6663	None of the above	1	"RT @96Suns: @sallykohn Substantive, vigorous, revealing....it was probably just over your head. #GOPDebate"	8/7/15 9:38	in my cave	
Donald Trump	yes	Positive	0.6425	Women's Issues (not abortion though)	1	"RT @TrumpIssues: Feminists can complain about the temperature in a room being a form of patriarchy, but Trump can't call one of them a slob__"	8/7/15 9:38	NAHS '14 	Pacific Time (US & Canada)
Marco Rubio	yes	Negative	0.664	None of the above	176	RT @michellemalkin: #gopdebate fact check via Julia Hahn==&gt; Marco Rubio: Still a fraud on border security/national security ==&gt; http://t.co__	8/7/15 9:38	New England	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	LGBT issues	0		8/7/15 9:38	"Your back yard, FL"	
No candidate mentioned	yes	Neutral	0.6363	None of the above	11	RT @thehill: #GOPdebate winners and losers: http://t.co/s7s6XDovF7 http://t.co/MXbq7LBLgZ	8/7/15 9:38	"PHILA, PA / AR / D.C. / U.S.A."	
Donald Trump	yes	Negative	0.6742	None of the above	0	"#gopdebate Trump hates fat people? He should look in the mirror. Poor Chris Christe won't challenge him. Well, you know why. : ("	8/7/15 9:38		Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.7079	None of the above	0	Trump Wouldn't take a pledge NOT to run 3rd Party- He couldn't  to answer when he became Conservative CUZ HES NOT #TCOT #ccot #GOPDebate	8/7/15 9:38	Seattle WA USA	Pacific Time (US & Canada)
Donald Trump	yes	Negative	1	None of the above	11	RT @Rob_guillory: My favorite part of the #GOPDebate was when Sting repelled from the ceiling and delivered a crushing Scorpion Death Drop __	8/7/15 9:38		Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.3368	None of the above	818	"RT @pattonoswalt: Goddamit, Donald. Your soul is on fumes and your heart orbits a dying sun. but you're making this thing interesting. Fuck__"	8/7/15 9:38	"Warwick, RI, USA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6517	FOX News or Moderators	5		8/7/15 9:38	"San Diego, CA USA"	Pacific Time (US & Canada)
Ted Cruz	yes	Positive	0.6579	None of the above	1	"RT @mkdclsn: 29 RTs for truth, doing what you say. https://t.co/0RiaOiPYkQ Join @tedcruz's fight: http://t.co/qUSaXyQqVn #GOPDebate #RSR15"	8/7/15 9:38		
Donald Trump	yes	Negative	1	FOX News or Moderators	0	The zone has warned folks about Fox News commentators like #MegynKelly for months...http://t.co/IZ6Z3APgBH in relation to #GOPDebate &amp; Trump	8/7/15 9:38		
No candidate mentioned	yes	Neutral	0.6374	FOX News or Moderators	2	RT @KelliSerio: . @megynkelly 'What are we going to do for our #veterans #GOPDebate #GOPdebtate	8/7/15 9:38	USA	
No candidate mentioned	yes	Neutral	0.6742	None of the above	1	"RT @evanmcmurry According to @gov, the most-retweeted candidate tweet of  #GOPDebate didn't come from a Republican: https://t.co/zoBxeX5Kza"	8/7/15 9:38	muse-n-mash.blogspot.com	Pacific Time (US & Canada)
Donald Trump	yes	Negative	1	Women's Issues (not abortion though)	0	Donald Trump just gave a master class on how to get away with #sexism http://t.co/lIwTJlzZfd via @voxdotcom #GOPDebate #GOPClownShow	8/7/15 9:38	"Washington, DC"	Eastern Time (US & Canada)
Chris Christie	yes	Negative	1	None of the above	0	@JuddLegum @modernjam he also suddenly became a resident of NY even he is from Jersey... #GOPDebate	8/7/15 9:38	"Asheville, NC"	Eastern Time (US & Canada)
Mike Huckabee	yes	Negative	1	None of the above	0	"@MikeHuckabeeGOP I think my dad, a career naval officer (&amp; progressive) would disagree that the mil. exists to ""break things' #GOPDebate"	8/7/15 9:38		Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6997	None of the above	11	RT @AndyRichter: Lincoln Chaffee should photobomb them just for snicks #GOPDebate	8/7/15 9:38	The only surviving town in RI	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6502	FOX News or Moderators	0	.@FoxNews #GOPDebate I'd like to see FOX host a #Democrat debate so these cands. aren't getting all soft-ball questions.	8/7/15 9:38	Chicago	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	0	Oh__ I understand now. The movie _Idiocracy_ѝ is actually a documentary.  #GOPDebate	8/7/15 9:38	"Oakland, CA"	Pacific Time (US & Canada)
Donald Trump	yes	Negative	1	None of the above	11	RT @freedomtex: The real story was the collapse of Trump in this debate. -@krauthammer  #GOPDebate	8/7/15 9:38		
John Kasich	yes	Negative	0.619	None of the above	26	RT @linnyitssn: Kasich said yesterday that he wants to love and respect everybody which pretty much means his career in the GOP is over. #G__	8/7/15 9:38	grandmas house	
Donald Trump	yes	Neutral	1	None of the above	2	"RT @danpfeiffer: Here's my late night not so hot take on the #GOPdebate. Short version, it's all abt Trump; Rubio good, Bush bad  http://t.__"	8/7/15 9:38	Colorado	Mountain Time (US & Canada)
Donald Trump	yes	Negative	1	FOX News or Moderators	0	Trump is overrated and angry. @megynkelly was surprisingly good. #FuckTrump #GOPDebate  https://t.co/ghFpF8MOvF	8/7/15 9:38	724	Eastern Time (US & Canada)
Jeb Bush	yes	Negative	1	FOX News or Moderators	4	RT @DesignerDeb3: @FoxNews Guess The Bush FIX WAS IN #GOPDebate __ He Gets The Most Questions__ http://t.co/7Eyg5Ib8uK_ѝ	8/7/15 9:38	USA	Central Time (US & Canada)
Donald Trump	yes	Positive	0.6387	Abortion	1	Trump: _I Would_ Shut Down the Gov_t to Defund Planned Parenthood and Obamacare http://t.co/XiwhA8kjf7 Woot! #GOPDebate	8/7/15 9:38	"San Diego, California"	Pacific Time (US & Canada)
Donald Trump	yes	Neutral	0.6404	FOX News or Moderators	17	RT @edwrather: Last night at the debate we had an opportunity to hear the moderators debate Trump...the moderators lost #GOPDebate #Tcot #c__	8/7/15 9:38	Fly Over Country	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6383	None of the above	33	"RT @JeetendrSehdev: Authenticity and transparency is a cost to entry today, especially among Millennials and teens. #GOPDebate @OrlandoDish__"	8/7/15 9:38	"Los Angeles, California"	
No candidate mentioned	yes	Neutral	0.6548	None of the above	0	Time for Conservative women to get loud and proud/stop letting the hags have sole narrative for women.#GOPDebate ...Carly Fiorina nailed it!	8/7/15 9:38	The Last Best Place	Mountain Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	1	What scares me most about #GOPDebate : the people who break into storms of applause at misogyny &amp; crazy talk.	8/7/15 9:38	"Champaign, IL"	
Mike Huckabee	yes	Neutral	0.6588	None of the above	8		8/7/15 9:38	All over	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6705	None of the above	5	"RT @lizadonnelly: I just published _Fake fights, Fetuses and Funny Hair_ѝ My #GOPDebate cartoon roundup. https://t.co/26v9hrAHK2"	8/7/15 9:38	Glasgow	Edinburgh
No candidate mentioned	yes	Negative	0.3587	Abortion	32	RT @operationrescue: Proaborts are afraid of Fiorina because she is articulate and smart and pro-life. A woman like that threatens them. #G__	8/7/15 9:38		
	yes	Neutral	0.3272	None of the above	46	"RT @RealBenCarson: Supporter Question: ""What's your most overused word?"" My Answer: ""Oh my..."" A great day here at #GOPDebate. #BC2DC16 htt__"	8/7/15 9:38	"Warren, Ohio -U.S.A.-"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6681	None of the above	0	@xjeremymx @IvanTheK completely agree. The #GOPDebate feed on Facebook was a joke.	8/7/15 9:38		Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.354	FOX News or Moderators	0	Well played @DIRECTV wasn't sure where FauxNews was to watch the clown show last night #GOPDebate chuckled at V. http://t.co/K2uaFCce5w	8/7/15 9:38	"Sugar Land, Tx."	Eastern Time (US & Canada)
Donald Trump	yes	Negative	1	Jobs and Economy	12	"RT @RadioFreeTom: Trump's answer on his businesses so far is the certifiable disaster of the night, right after his ""I buy influence"" comme__"	8/7/15 9:38	"Ellicott City, Maryland"	Eastern Time (US & Canada)
Donald Trump	yes	Negative	1	None of the above	0	@realDonaldTrump where are your manners? #GOPDebate	8/7/15 9:38		
Donald Trump	yes	Positive	1	None of the above	6	RT @JacobEngels: .@realDonaldTrump is winning. Key takeaways from the #FoxDebate. http://t.co/DYLhHIHpDT #GOPDebate #sayfie #tcot #gop2016 __	8/7/15 9:38	"New York, NY/ Hollywood FL"	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6492	None of the above	24	Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c	8/7/15 9:38	NJ	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	0.678	None of the above	20	"RT @GetEQUAL: Who said it, #KKKorGOP? _We need a hundred more like Jesse Helms in the U.S. Senate._ѝ #GOPdebate"	8/7/15 9:38	"Ellensburg, WA"	Pacific Time (US & Canada)
Donald Trump	yes	Neutral	0.3333	FOX News or Moderators	7	"Really, the only people who seem upset with @BretBaier &amp; @megynkelly &amp; FOX are the people who backed Trump. #GOPDebate"	8/7/15 9:38	"Lubbock, TX"	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	1	None of the above	13	"RT @hemdash: if you were actually having a life last night, GOOD NEWS! we live blogged the whole #GOPDebate for you _&gt; http://t.co/PR1BUdBH__"	8/7/15 9:38	"Tallahassee, FL"	
Scott Walker	yes	Negative	0.6484	None of the above	11	RT @freedomtex: I would add Walker to the losers category because I can't remember anything he said. #GOPDebate https://t.co/RP0OeAc5WG	8/7/15 9:38		
No candidate mentioned	yes	Neutral	0.6593	None of the above	20	RT @Tombx7M: The big winner from the #GOPdebate #wakeupAmerica http://t.co/5xgYM6ywvH	8/7/15 9:38	"Leesburg, FL"	Eastern Time (US & Canada)
Ben Carson	yes	Positive	1	None of the above	0	What about @BenCarson2016 . The American people should hear more from this guy. Amazed me at the #GOPDebate #OutnumberedFNC	8/7/15 9:38		
No candidate mentioned	yes	Negative	0.6702	FOX News or Moderators	0	@FoxNewsLive #GOPDebate Seriously?  Are you being tone deaf deliberately?  Are you not clueing in on the blow back @megynkelly &amp; I'm a fan!	8/7/15 9:37		
Donald Trump	yes	Negative	1	None of the above	0	"""@RubinReport: Finally got it. Trump looks like Boss Nass from #StarWars. #GOPDebate http://t.co/e8GzqNhK9r"" @rockstarfudge"	8/7/15 9:37		
No candidate mentioned	yes	Negative	0.6932	Healthcare (including Medicare)	1	"RT @ScottTrace: My only #GOPdebate comment: They're unanimous re: defunding women's health care, &amp;  killing Iran nuclear deal - prefer a mi__"	8/7/15 9:37	Arizona USA	Pacific Time (US & Canada)
No candidate mentioned	yes	Positive	0.6774	None of the above	0	What should you do the day after last night's #GOPDebate? Google @CarlyFiorina	8/7/15 9:37	"Kearney, Nebraska"	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.3263		0	Officials warn you could die playing the #GOPdebate Drinking Game...but if any of them are elected you'll die... http://t.co/VfO2Diau0y	8/7/15 9:37	Massachusetts	Eastern Time (US & Canada)
Marco Rubio	yes	Negative	0.6763	Abortion	157	"RT @LilaGraceRose: ""Generations will look back at us and call us barbarians."" @marcorubio talking about America's killing of preborn childr__"	8/7/15 9:37		
No candidate mentioned	yes	Negative	0.6526	Immigration	0	@vlanda Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube	8/7/15 9:37	America	Eastern Time (US & Canada)
Ted Cruz	yes	Neutral	0.6519	None of the above	0		8/7/15 9:37	"San Antonio, TX"	Central Time (US & Canada)
John Kasich	yes	Neutral	0.3607	None of the above	2	"RT @Dagny_Galt: Shorter @JohnKasich: ""I am proud to embrace the Obama agenda &amp; expand government in Ohio.""  #RINO #GOPDebate #tcot #teapart__"	8/7/15 9:37		
No candidate mentioned	yes	Positive	0.7024	None of the above	1	Did you know that @CarlyFiorina graduated from #Stanford #UofMaryland AND #MIT? I didn't -but know now! #Impressive #2ndLook #GOPDebate	8/7/15 9:37	"California, USA"	Pacific Time (US & Canada)
No candidate mentioned	yes	Neutral	1	None of the above	0	"How about next time, the big debate has 8 guaranteed slots with 2 wildcards based on the perf. at the small debate? #GOPDebate"	8/7/15 9:37	New Jersey	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	1	RT @raddicool: the mock presidential election closing statements on @RuPaulsDragRace were 10000x better than these train wrecks #GOPDebate	8/7/15 9:37		
No candidate mentioned	yes	Negative	1	LGBT issues	0	The photos of Rafael Cruz eating bacon off a semiautomatic is gayer than any same sex wedding. #gop #GOPDebate #tcot	8/7/15 9:37	Fantasia	Central Time (US & Canada)
Mike Huckabee	yes	Neutral	0.6432	None of the above	205	"RT @GovMikeHuckabee: I pledge to kill #CommonCore &amp; restore common sense. Education is a family function, not a fed function. #GOPdebate ht__"	8/7/15 9:37	"California, USA"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.3617	LGBT issues	1		8/7/15 9:37		Eastern Time (US & Canada)
No candidate mentioned	yes	Positive	0.6628	None of the above	1	RT @mynor: This is Men's Warehouse's biggest night. #GOPDebate #ClownCarDumpsterFire	8/7/15 9:37		
No candidate mentioned	yes	Negative	1	Abortion	13	RT @lucyamorris: If GOP is so against all abortion (even in case of rape/incest) where is the support after the birth? Pro-birth =/= pro-li__	8/7/15 9:37		Mountain Time (US & Canada)
Donald Trump	yes	Negative	0.6572	Women's Issues (not abortion though)	0	"@thedailybeast: WATCH: Trump's disgusting ""drop to your knees"" comment (mentioned @ #GOPdebate  http://t.co/yyz21reoOD #trumpisapig #fb"	8/7/15 9:37	high desert	Arizona
Ben Carson	yes	Neutral	0.6452	None of the above	0	I honestly really want to hear what Ben Carson has to say #GOPDebate	8/7/15 9:37		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6778	LGBT issues	0	Uhm #Fiorina has me questioning my sexuality. Only #GOPDebate candidate to mention cyber security with regard to China and Russia _ɍ	8/7/15 9:37	"Glens Falls, NY"	
Donald Trump	yes	Negative	0.6782	None of the above	0	@washingtonpost @AaronBlakeWP What @megynkelly did to @realDonaldTrump was mean-spirited. Everyone should boycott her show! #GOPDebate	8/7/15 9:37		
Chris Christie	yes	Negative	1	None of the above	0	Watching @ChrisChristie advocating for domestic spying via the NSA and abandoning the 4th amendment in the #GOPDebate. #seriously	8/7/15 9:37	"Oklahoma City, OK"	Eastern Time (US & Canada)
Marco Rubio	yes	Neutral	0.3518	Abortion	2	"RT @JillStanek: ""I_m not sure that_s a correct assessment of my record. I have never advocated that."" @marcorubio on rape/incest exception __"	8/7/15 9:37	"San Diego, CA"	Pacific Time (US & Canada)
No candidate mentioned	yes	Positive	0.6593	None of the above	299	RT @RealBenCarson: Just wanted to say good luck to all the #GOPDebate candidates taking the stage shortly for the First Debate at 5:00PM.	8/7/15 9:37	"Warren, Ohio -U.S.A.-"	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6484		20	RT @PayAttnLibs: This #GOPDebate would be over by now if @megynkelly could just pull out a gun and shoot Trump. Clear it's what she wants	8/7/15 9:37	United States	
No candidate mentioned	yes	Neutral	0.3333	None of the above	0	I didn't watch the #GOPDebate I need some highlights of the dumb shit they said. Like #RonaldRaven lmao	8/7/15 9:37	"Wonderlust, Texas"	Central Time (US & Canada)
Donald Trump	yes	Negative	0.6296	None of the above	1		8/7/15 9:37	Arizona USA	Pacific Time (US & Canada)
Donald Trump	yes	Neutral	0.6506	None of the above	2	RT @bkurbs: What are you saying? @realDonaldTrump #GOPDebate http://t.co/mSq6cN6B3s	8/7/15 9:37	Sri lanka 	Sri Jayawardenepura
No candidate mentioned	yes	Negative	0.6354	FOX News or Moderators	0	"@megynkelly this wasn't a debate. U all ""Moderators"" were pathetic. U attempted to do interviews instead of conduct the #GOPDebate. #FAIL"	8/7/15 9:37		Atlantic Time (Canada)
Donald Trump	yes	Negative	0.6372	None of the above	20	RT @SoccerMum11: Is it me or was #GOPDebate asking more personal attack type questions to @realDonaldTrump? Not cool.	8/7/15 9:37	"Cheyenne, Wyoming"	
Ben Carson	yes	Negative	0.6739	None of the above	9	RT @pittgriffin: Ben Carson says the most important thing is a brain. Half the GOP field disqualified. #GOPDebate	8/7/15 9:37		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	0	The liberal media isn't reporting this debate in a neutral way; I see so much bias that is sadly transparent #GOPDebate	8/7/15 9:37	"Charlotte, NC"	
